HS Code,Commodity,Value,Date,Growth
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",117.42,2014-08-01,-30.16
72,IRON AND STEEL,56.08,2014-08-01,-76.21
73,ARTICLES OF IRON OR STEEL,33.04,2014-08-01,-8.14
74,COPPER AND ARTICLES THEREOF.,10.72,2014-08-01,-86.63
75,NICKEL AND ARTICLES THEREOF.,30.80,2014-08-01,-58.29
76,ALUMINIUM AND ARTICLES THEREOF.,14.41,2014-08-01,89.55
78,LEAD AND ARTICLES THEREOF.,1.23,2014-08-01,-44.46
79,ZINC AND ARTICLES THEREOF.,5.22,2014-08-01,128.71
80,TIN AND ARTICLES THEREOF.,0.03,2014-08-01,
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.63,2014-08-01,234.46
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.00,2014-08-01,-5.41
83,MISCELLANEOUS ARTICLES OF BASE METAL.,2.65,2014-08-01,28.35
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",175.09,2014-08-01,29.45
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",50.93,2014-08-01,-14.44
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",1.90,2014-08-01,8.90
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",82.75,2014-08-01,-3.04
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.18,2014-08-01,-68.21
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",20.87,2014-08-01,-94.71
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",20.46,2014-08-01,-6.74
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.91,2014-08-01,44.08
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,2014-08-01,541.94
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.13,2014-08-01,58.65
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.24,2014-08-01,3.07
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.51,2014-08-01,-5.18
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.73,2014-08-01,-2.67
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.27,2014-08-01,524.75
98,PROJECT GOODS; SOME SPECIAL USES.,0.10,2014-08-01,-97.20
99,MISCELLANEOUS GOODS.,8.28,2014-08-01,491.22
01,LIVE ANIMALS.,0.00,2014-09-01,
02,MEAT AND EDIBLE MEAT OFFAL.,232.90,2014-09-01,41.82
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",87.31,2014-09-01,122.82
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.68,2014-09-01,-21.11
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.49,2014-09-01,137.01
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.61,2014-09-01,129.13
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,8.77,2014-09-01,-35.67
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,5.51,2014-09-01,24.43
09,"COFFEE, TEA, MATE AND SPICES.",36.59,2014-09-01,16.01
10,CEREALS.,93.28,2014-09-01,-30.18
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.02,2014-09-01,-8.80
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",44.83,2014-09-01,-28.28
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.80,2014-09-01,-26.53
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.08,2014-09-01,"3,108.33"
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,3.44,2014-09-01,-1.46
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.08,2014-09-01,44.21
17,SUGARS AND SUGAR CONFECTIONERY.,3.28,2014-09-01,318.07
18,COCOA AND COCOA PREPARATIONS.,0.75,2014-09-01,-7.10
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.21,2014-09-01,-30.61
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.31,2014-09-01,39.70
21,MISCELLANEOUS EDIBLE PREPARATIONS.,6.38,2014-09-01,63.39
22,"BEVERAGES, SPIRITS AND VINEGAR.",1.75,2014-09-01,-40.80
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,58.99,2014-09-01,-50.43
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,10.00,2014-09-01,-1.33
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.11,2014-09-01,1.77
26,"ORES, SLAG AND ASH.",4.07,2014-09-01,"54,161.33"
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",396.98,2014-09-01,-25.87
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",8.72,2014-09-01,-26.28
29,ORGANIC CHEMICALS,123.29,2014-09-01,-25.97
30,PHARMACEUTICAL PRODUCTS,48.84,2014-09-01,7.84
31,FERTILISERS.,2.08,2014-09-01,86.91
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",24.94,2014-09-01,16.60
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",10.71,2014-09-01,-1.53
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",2.59,2014-09-01,-5.12
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,2.90,2014-09-01,61.40
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.34,2014-09-01,
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.44,2014-09-01,33.45
38,MISCELLANEOUS CHEMICAL PRODUCTS.,25.85,2014-09-01,-16.02
39,PLASTIC AND ARTICLES THEREOF.,25.44,2014-09-01,-50.41
40,RUBBER AND ARTICLES THEREOF.,19.37,2014-09-01,-44.75
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,13.36,2014-09-01,31.24
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.97,2014-09-01,-23.21
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",,2014-09-01,
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.61,2014-09-01,83.44
45,CORK AND ARTICLES OF CORK.,0.01,2014-09-01,"2,860.00"
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.00,2014-09-01,-94.87
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2014-09-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",7.69,2014-09-01,-5.52
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.67,2014-09-01,31.29
50,SILK,1.07,2014-09-01,14.96
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.81,2014-09-01,292.12
52,COTTON.,86.52,2014-09-01,-11.51
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.42,2014-09-01,143.54
54,MAN-MADE FILAMENTS.,18.46,2014-09-01,9.92
55,MAN-MADE STAPLE FIBRES.,10.17,2014-09-01,-0.15
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.54,2014-09-01,5.55
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.06,2014-09-01,-16.56
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.85,2014-09-01,-2.67
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2.18,2014-09-01,173.79
60,KNITTED OR CROCHETED FABRICS.,0.72,2014-09-01,224.50
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.08,2014-09-01,57.93
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",10.17,2014-09-01,10.29
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.96,2014-09-01,-48.49
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.71,2014-09-01,49.48
65,HEADGEAR AND PARTS THEREOF.,0.28,2014-09-01,26.75
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.05,2014-09-01,"6,514.29"
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.60,2014-09-01,-62.62
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",3.46,2014-09-01,7.60
69,CERAMIC PRODUCTS.,1.64,2014-09-01,-2.51
70,GLASS AND GLASSWARE.,3.14,2014-09-01,18.38
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",117.42,2014-09-01,-30.16
72,IRON AND STEEL,56.08,2014-09-01,-76.21
73,ARTICLES OF IRON OR STEEL,33.04,2014-09-01,-8.14
74,COPPER AND ARTICLES THEREOF.,10.72,2014-09-01,-86.63
75,NICKEL AND ARTICLES THEREOF.,30.80,2014-09-01,-58.29
76,ALUMINIUM AND ARTICLES THEREOF.,14.41,2014-09-01,89.55
78,LEAD AND ARTICLES THEREOF.,1.23,2014-09-01,-44.46
79,ZINC AND ARTICLES THEREOF.,5.22,2014-09-01,128.71
80,TIN AND ARTICLES THEREOF.,0.03,2014-09-01,
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.63,2014-09-01,234.46
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.00,2014-09-01,-5.41
83,MISCELLANEOUS ARTICLES OF BASE METAL.,2.65,2014-09-01,28.35
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",175.09,2014-09-01,29.45
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",50.93,2014-09-01,-14.44
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",1.90,2014-09-01,8.90
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",82.75,2014-09-01,-3.04
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.18,2014-09-01,-68.21
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",20.87,2014-09-01,-94.71
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",20.46,2014-09-01,-6.74
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.91,2014-09-01,44.08
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,2014-09-01,541.94
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.13,2014-09-01,58.65
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.24,2014-09-01,3.07
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.51,2014-09-01,-5.18
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.73,2014-09-01,-2.67
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.27,2014-09-01,524.75
98,PROJECT GOODS; SOME SPECIAL USES.,0.10,2014-09-01,-97.20
99,MISCELLANEOUS GOODS.,8.28,2014-09-01,491.22
01,LIVE ANIMALS.,0.00,2014-10-01,
02,MEAT AND EDIBLE MEAT OFFAL.,232.90,2014-10-01,41.82
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",87.31,2014-10-01,122.82
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.68,2014-10-01,-21.11
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.49,2014-10-01,137.01
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.61,2014-10-01,129.13
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,8.77,2014-10-01,-35.67
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,5.51,2014-10-01,24.43
09,"COFFEE, TEA, MATE AND SPICES.",36.59,2014-10-01,16.01
10,CEREALS.,93.28,2014-10-01,-30.18
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,4.02,2014-10-01,-8.80
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",44.83,2014-10-01,-28.28
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.80,2014-10-01,-26.53
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,0.08,2014-10-01,"3,108.33"
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,3.44,2014-10-01,-1.46
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",0.08,2014-10-01,44.21
17,SUGARS AND SUGAR CONFECTIONERY.,3.28,2014-10-01,318.07
18,COCOA AND COCOA PREPARATIONS.,0.75,2014-10-01,-7.10
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.21,2014-10-01,-30.61
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1.31,2014-10-01,39.70
21,MISCELLANEOUS EDIBLE PREPARATIONS.,6.38,2014-10-01,63.39
22,"BEVERAGES, SPIRITS AND VINEGAR.",1.75,2014-10-01,-40.80
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,58.99,2014-10-01,-50.43
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,10.00,2014-10-01,-1.33
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",10.11,2014-10-01,1.77
26,"ORES, SLAG AND ASH.",4.07,2014-10-01,"54,161.33"
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",396.98,2014-10-01,-25.87
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",8.72,2014-10-01,-26.28
29,ORGANIC CHEMICALS,123.29,2014-10-01,-25.97
30,PHARMACEUTICAL PRODUCTS,48.84,2014-10-01,7.84
31,FERTILISERS.,2.08,2014-10-01,86.91
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",24.94,2014-10-01,16.60
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",10.71,2014-10-01,-1.53
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",2.59,2014-10-01,-5.12
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,2.90,2014-10-01,61.40
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,1.34,2014-10-01,
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.44,2014-10-01,33.45
38,MISCELLANEOUS CHEMICAL PRODUCTS.,25.85,2014-10-01,-16.02
39,PLASTIC AND ARTICLES THEREOF.,25.44,2014-10-01,-50.41
40,RUBBER AND ARTICLES THEREOF.,19.37,2014-10-01,-44.75
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,13.36,2014-10-01,31.24
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.97,2014-10-01,-23.21
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",,2014-10-01,
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,0.61,2014-10-01,83.44
45,CORK AND ARTICLES OF CORK.,0.01,2014-10-01,"2,860.00"
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.00,2014-10-01,-94.87
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,,2014-10-01,
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",7.69,2014-10-01,-5.52
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",0.67,2014-10-01,31.29
50,SILK,1.07,2014-10-01,14.96
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.81,2014-10-01,292.12
52,COTTON.,86.52,2014-10-01,-11.51
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.42,2014-10-01,143.54
54,MAN-MADE FILAMENTS.,18.46,2014-10-01,9.92
55,MAN-MADE STAPLE FIBRES.,10.17,2014-10-01,-0.15
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.54,2014-10-01,5.55
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1.06,2014-10-01,-16.56
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.85,2014-10-01,-2.67
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2.18,2014-10-01,173.79
60,KNITTED OR CROCHETED FABRICS.,0.72,2014-10-01,224.50
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",4.08,2014-10-01,57.93
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",10.17,2014-10-01,10.29
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2.96,2014-10-01,-48.49
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",2.71,2014-10-01,49.48
65,HEADGEAR AND PARTS THEREOF.,0.28,2014-10-01,26.75
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.05,2014-10-01,"6,514.29"
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.60,2014-10-01,-62.62
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",3.46,2014-10-01,7.60
69,CERAMIC PRODUCTS.,1.64,2014-10-01,-2.51
70,GLASS AND GLASSWARE.,3.14,2014-10-01,18.38
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",117.42,2014-10-01,-30.16
72,IRON AND STEEL,56.08,2014-10-01,-76.21
73,ARTICLES OF IRON OR STEEL,33.04,2014-10-01,-8.14
74,COPPER AND ARTICLES THEREOF.,10.72,2014-10-01,-86.63
75,NICKEL AND ARTICLES THEREOF.,30.80,2014-10-01,-58.29
76,ALUMINIUM AND ARTICLES THEREOF.,14.41,2014-10-01,89.55
78,LEAD AND ARTICLES THEREOF.,1.23,2014-10-01,-44.46
79,ZINC AND ARTICLES THEREOF.,5.22,2014-10-01,128.71
80,TIN AND ARTICLES THEREOF.,0.03,2014-10-01,
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.63,2014-10-01,234.46
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",4.00,2014-10-01,-5.41
83,MISCELLANEOUS ARTICLES OF BASE METAL.,2.65,2014-10-01,28.35
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",175.09,2014-10-01,29.45
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",50.93,2014-10-01,-14.44
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",1.90,2014-10-01,8.90
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",82.75,2014-10-01,-3.04
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.18,2014-10-01,-68.21
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",20.87,2014-10-01,-94.71
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",20.46,2014-10-01,-6.74
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.91,2014-10-01,44.08
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.02,2014-10-01,541.94
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,0.13,2014-10-01,58.65
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",2.24,2014-10-01,3.07
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",0.51,2014-10-01,-5.18
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.73,2014-10-01,-2.67
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,2.27,2014-10-01,524.75
98,PROJECT GOODS; SOME SPECIAL USES.,0.10,2014-10-01,-97.20
99,MISCELLANEOUS GOODS.,8.28,2014-10-01,491.22
01,LIVE ANIMALS.,0.00,2014-11-01,
02,MEAT AND EDIBLE MEAT OFFAL.,232.90,2014-11-01,41.82
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",87.31,2014-11-01,122.82
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",4.68,2014-11-01,-21.11
